3708.889, 0.98612, 0.99503
3708.890, 0.98612, 0.99503
3708.891, 0.98612, 0.99503
3708.892, 0.98611, 0.99503
3708.893, 0.98611, 0.99503
3708.894, 0.98611, 0.99503
3708.895, 0.98610, 0.99503
3708.896, 0.98610, 0.99502
3708.897, 0.98609, 0.99502
3708.898, 0.98609, 0.99502
3708.899, 0.98608, 0.99501
3708.900, 0.98607, 0.99501
3708.901, 0.98606, 0.99500
3708.902, 0.98606, 0.99500
3708.903, 0.98605, 0.99499
3708.904, 0.98603, 0.99499
3708.905, 0.98602, 0.99498
3708.906, 0.98601, 0.99497
3708.907, 0.98600, 0.99497
3708.908, 0.98598, 0.99496
3708.909, 0.98597, 0.99495
3708.910, 0.98595, 0.99494
3708.911, 0.98594, 0.99493
3708.912, 0.98592, 0.99492
3708.913, 0.98590, 0.99491
3708.914, 0.98588, 0.99490
3708.915, 0.98586, 0.99489
3708.916, 0.98584, 0.99488
3708.917, 0.98582, 0.99487
3708.918, 0.98580, 0.99486
3708.919, 0.98577, 0.99485
3708.920, 0.98575, 0.99483
3708.921, 0.98573, 0.99482
3708.922, 0.98570, 0.99481
3708.923, 0.98567, 0.99480
3708.924, 0.98564, 0.99478
3708.925, 0.98562, 0.99477
3708.926, 0.98559, 0.99475
3708.927, 0.98556, 0.99474
3708.928, 0.98552, 0.99472
3708.929, 0.98549, 0.99470
3708.930, 0.98546, 0.99469
3708.931, 0.98542, 0.99467
3708.932, 0.98539, 0.99465
3708.933, 0.98535, 0.99464
3708.934, 0.98531, 0.99462
3708.935, 0.98527, 0.99460
3708.936, 0.98523, 0.99458
3708.937, 0.98519, 0.99456
3708.938, 0.98515, 0.99454
3708.939, 0.98511, 0.99452
3708.940, 0.98506, 0.99450
3708.941, 0.98502, 0.99448
3708.942, 0.98497, 0.99446
3708.943, 0.98492, 0.99444
3708.944, 0.98487, 0.99442
3708.945, 0.98482, 0.99440
3708.946, 0.98477, 0.99438
3708.947, 0.98472, 0.99435
3708.948, 0.98467, 0.99433
3708.949, 0.98461, 0.99431
3708.950, 0.98456, 0.99428
3708.951, 0.98450, 0.99426
3708.952, 0.98444, 0.99424
3708.953, 0.98439, 0.99421
3708.954, 0.98433, 0.99419
3708.955, 0.98426, 0.99416
3708.956, 0.98420, 0.99414
3708.957, 0.98414, 0.99411
3708.958, 0.98407, 0.99408
3708.959, 0.98401, 0.99406
3708.960, 0.98394, 0.99403
3708.961, 0.98387, 0.99400
3708.962, 0.98380, 0.99398
3708.963, 0.98373, 0.99395
3708.964, 0.98366, 0.99392
3708.965, 0.98359, 0.99389
3708.966, 0.98352, 0.99386
3708.967, 0.98344, 0.99384
3708.968, 0.98336, 0.99381
3708.969, 0.98329, 0.99378
3708.970, 0.98321, 0.99375
3708.971, 0.98313, 0.99372
