2832.242, 0.97299, 1.00000
2832.243, 0.97300, 1.00000
2832.244, 0.97300, 1.00000
2832.245, 0.97300, 1.00000
2832.246, 0.97300, 1.00000
2832.247, 0.97300, 1.00000
2832.248, 0.97300, 1.00000
2832.249, 0.97301, 1.00000
2832.250, 0.97301, 1.00000
2832.251, 0.97302, 1.00000
2832.252, 0.97302, 1.00000
2832.253, 0.97303, 1.00000
2832.254, 0.97303, 1.00000
2832.255, 0.97304, 1.00000
2832.256, 0.97305, 1.00000
2832.257, 0.97306, 1.00000
2832.258, 0.97306, 1.00000
2832.259, 0.97307, 1.00000
2832.260, 0.97308, 1.00000
2832.261, 0.97309, 1.00000
2832.262, 0.97310, 1.00000
2832.263, 0.97311, 1.00000
2832.264, 0.97312, 1.00000
2832.265, 0.97314, 1.00000
2832.266, 0.97315, 1.00000
2832.267, 0.97316, 1.00000
2832.268, 0.97317, 1.00000
2832.269, 0.97319, 1.00000
2832.270, 0.97320, 1.00000
2832.271, 0.97322, 1.00000
2832.272, 0.97323, 1.00000
2832.273, 0.97325, 1.00000
2832.274, 0.97327, 1.00000
2832.275, 0.97328, 1.00000
2832.276, 0.97330, 1.00000
2832.277, 0.97332, 1.00000
2832.278, 0.97334, 1.00000
2832.279, 0.97336, 1.00000
2832.280, 0.97338, 1.00000
2832.281, 0.97340, 1.00000
2832.282, 0.97342, 1.00000
2832.283, 0.97344, 1.00000
2832.284, 0.97346, 1.00000
2832.285, 0.97348, 1.00000
2832.286, 0.97350, 1.00000
2832.287, 0.97353, 1.00000
2832.288, 0.97355, 1.00000
2832.289, 0.97358, 1.00000
2832.290, 0.97360, 1.00000
2832.291, 0.97362, 1.00000
2832.292, 0.97365, 1.00000
2832.293, 0.97368, 1.00000
2832.294, 0.97370, 1.00000
2832.295, 0.97373, 1.00000
2832.296, 0.97376, 1.00000
2832.297, 0.97378, 1.00000
2832.298, 0.97381, 1.00000
2832.299, 0.97384, 1.00000
2832.300, 0.97387, 1.00000
2832.301, 0.97390, 1.00000
2832.302, 0.97393, 1.00000
2832.303, 0.97396, 1.00000
2832.304, 0.97399, 1.00000
2832.305, 0.97402, 1.00000
2832.306, 0.97405, 1.00000
2832.307, 0.97408, 1.00000
2832.308, 0.97412, 1.00000
2832.309, 0.97415, 1.00000
2832.310, 0.97418, 1.00000
2832.311, 0.97422, 1.00000
2832.312, 0.97425, 1.00000
2832.313, 0.97428, 1.00000
2832.314, 0.97432, 1.00000
2832.315, 0.97435, 1.00000
2832.316, 0.97439, 1.00000
2832.317, 0.97443, 1.00000
2832.318, 0.97446, 1.00000
2832.319, 0.97450, 1.00000
2832.320, 0.97454, 1.00000
2832.321, 0.97457, 1.00000
2832.322, 0.97461, 1.00000
2832.323, 0.97465, 1.00000
2832.324, 0.97469, 1.00000
2832.325, 0.97473, 1.00000
2832.326, 0.97477, 1.00000
2832.327, 0.97481, 1.00000
2832.328, 0.97485, 1.00000
2832.329, 0.97489, 1.00000
2832.330, 0.97493, 1.00000
2832.331, 0.97497, 1.00000
2832.332, 0.97501, 1.00000
2832.333, 0.97505, 1.00000
2832.334, 0.97509, 1.00000
2832.335, 0.97513, 1.00000
2832.336, 0.97518, 1.00000
2832.337, 0.97522, 1.00000
2832.338, 0.97526, 1.00000
2832.339, 0.97531, 1.00000
2832.340, 0.97535, 1.00000
2832.341, 0.97539, 1.00000
2832.342, 0.97544, 1.00000
2832.343, 0.97548, 1.00000
2832.344, 0.97553, 1.00000
2832.345, 0.97557, 1.00000
2832.346, 0.97562, 1.00000
2832.347, 0.97566, 1.00000
